Артикул;"Цена (Розница)";"Цена (Опт)";"Можно купить";"На складе";"Время отгрузки";Размер/Цвет;Валюта(Розница);Валюта(Опт)
27279;1269.00;667.93;1;9;2;красный;RUB;RUB
27280;1269.00;667.93;1;4;2;черный;RUB;RUB
27281;606.00;303.24;0;0;3;;RUB;RUB
27282;648.00;288.08;0;0;3;;RUB;RUB
27283;2652.00;1473.11;0;0;3;;RUB;RUB
27284;606.00;303.24;0;0;3;;RUB;RUB
27285;1046.00;550.62;1;7;2;белый;RUB;RUB
27286;1046.00;550.62;1;2;2;красный;RUB;RUB
27287;1046.00;550.62;1;2;2;белый;RUB;RUB
27288;1046.00;550.62;1;3;2;;RUB;RUB
27289;2815.00;1564.08;1;25;2;золотой;RUB;RUB
27290;1997.00;1109.22;1;53;1;серебро;RUB;RUB
27291;1997.00;1109.22;0;0;3;;RUB;RUB
27294;2313.00;1284.80;1;1;1;"S-M-L красный";RUB;RUB
27295;2330.00;1294.23;1;4;2;"S-M-L красный с белым";RUB;RUB
27296;2652.00;1473.11;0;0;3;;RUB;RUB
27297;2652.00;1473.11;0;0;3;;RUB;RUB
27298;13378.00;8631.17;1;3;2;;RUB;RUB
27299;3757.00;2146.62;0;0;3;;RUB;RUB
27300;5249.00;2999.68;0;0;3;;RUB;RUB
27301;5971.00;3412.25;1;2;2;;RUB;RUB
27302;4391.00;2508.91;1;3;2;;RUB;RUB
27303;4832.00;2761.08;0;0;3;;RUB;RUB
27304;5918.00;3381.87;0;0;3;;RUB;RUB
27305;1653.00;869.82;0;0;3;;RUB;RUB
27306;1727.00;908.92;1;2;2;;RUB;RUB
27307;1727.00;908.92;0;0;3;;RUB;RUB
27308;6216.00;3551.90;0;0;3;;RUB;RUB
27309;6216.00;3551.90;0;0;3;;RUB;RUB
27310;6216.00;3551.90;0;0;3;;RUB;RUB
27311;3775.00;2156.99;1;4;2;;RUB;RUB
27312;3123.00;1734.85;1;2;2;;RUB;RUB
27313;6762.00;3863.92;0;0;3;;RUB;RUB
27314;5381.00;3074.69;0;0;3;;RUB;RUB
27315;3775.00;2156.99;1;10;2;;RUB;RUB
27316;3123.00;1734.85;0;0;3;;RUB;RUB
27317;11301.00;7290.87;0;0;3;;RUB;RUB
27318;6762.00;3863.92;0;0;3;;RUB;RUB
27319;5381.00;3074.69;1;4;2;;RUB;RUB
27320;3775.00;2156.99;1;5;2;;RUB;RUB
27321;3123.00;1734.85;1;7;2;;RUB;RUB
27322;6762.00;3863.92;1;3;2;;RUB;RUB
27323;5381.00;3074.69;0;0;3;;RUB;RUB
27324;3048.00;1693.36;0;0;3;;RUB;RUB
27325;3048.00;1693.36;1;3;2;;RUB;RUB
27326;3048.00;1693.36;1;2;2;;RUB;RUB
27327;3006.00;1670.21;0;0;3;;RUB;RUB
27328;3006.00;1670.21;0;0;3;;RUB;RUB
27329;3006.00;1670.21;1;3;2;;RUB;RUB
27330;3123.00;1734.85;0;0;3;;RUB;RUB
27331;3123.00;1734.85;1;4;2;;RUB;RUB
27332;3123.00;1734.85;1;5;2;;RUB;RUB
27333;1820.00;1011.07;0;0;3;;RUB;RUB
27335;2996.00;1664.63;1;2;2;;RUB;RUB
27336;3340.00;1855.35;0;0;3;;RUB;RUB
27337;2652.00;1473.11;1;4;2;;RUB;RUB
27338;4889.00;2793.80;1;2;2;;RUB;RUB
27339;6453.00;3687.56;1;9;2;;RUB;RUB
27340;3927.00;2243.98;1;7;2;;RUB;RUB
27341;4589.00;2622.23;1;6;2;;RUB;RUB
27342;3261.00;1811.46;1;16;2;;RUB;RUB
27343;3433.00;1907.22;1;7;2;;RUB;RUB
27344;5696.00;3255.04;1;3;2;;RUB;RUB
27345;1859.00;1032.61;0;0;3;;RUB;RUB
27346;1859.00;1032.61;0;0;3;;RUB;RUB
27347;1894.00;996.80;0;0;3;;RUB;RUB
27348;4273.00;2441.88;0;0;3;;RUB;RUB
27349;2330.00;1294.23;1;13;2;S-M-L;RUB;RUB
27350;1651.00;869.02;1;6;2;;RUB;RUB
27353;1486.00;782.04;0;0;3;;RUB;RUB
27354;1512.00;795.61;1;3;2;;RUB;RUB
27355;1512.00;795.61;1;6;2;;RUB;RUB
27356;1512.00;795.61;1;5;2;;RUB;RUB
27357;6178.00;3530.35;1;2;2;;RUB;RUB
27358;4322.00;2469.81;1;5;2;;RUB;RUB
27359;707.00;353.51;1;11;2;;RUB;RUB
27360;1810.00;952.81;0;0;3;;RUB;RUB
27361;3173.00;1762.78;1;3;2;;RUB;RUB
27362;707.00;353.51;1;5;2;;RUB;RUB
27364;3288.00;1826.62;1;7;2;"белый с серебристым";RUB;RUB
27365;3453.00;1918.39;0;0;3;;RUB;RUB
27366;2874.00;1596.80;1;4;2;"серебристый с розовым";RUB;RUB
27368;2874.00;1596.80;0;0;3;;RUB;RUB
27369;3288.00;1826.62;1;3;2;"серебристый с черным";RUB;RUB
27415;1262.00;664.20;1;20;2;прозрачный;RUB;RUB
27416;1037.00;546.00;1;38;1;прозрачный;RUB;RUB
27417;1348.00;709.69;1;36;2;прозрачный;RUB;RUB
27418;1037.00;546.00;1;4;1;прозрачный;RUB;RUB
27443;1767.00;929.86;1;18;2;черный;RUB;RUB
27445;1768.00;930.59;1;7;2;черный;RUB;RUB
27447;1768.00;930.59;1;10;2;черный;RUB;RUB
27521;825.00;412.43;0;0;3;;RUB;RUB
27527;648.00;287.90;0;0;3;;RUB;RUB
27531;453.00;167.96;1;9;2;"S-M-L телесный";RUB;RUB
27532;346.00;128.18;1;10;2;"S-M-L телесный";RUB;RUB
27535;564.00;250.65;0;0;3;;RUB;RUB
27536;599.00;266.23;0;0;3;;RUB;RUB
27538;379.00;140.34;0;0;3;;RUB;RUB
27540;1953.00;1085.04;1;10;2;фиолетовый;RUB;RUB
27542;2043.00;1135.06;1;4;2;"S-M-L розовый";RUB;RUB
27546;2665.00;1480.70;1;2;2;"L черный с голубым";RUB;RUB
27559;974.00;487.01;1;3;2;"S-M-L розовый";RUB;RUB
27564;2425.00;1347.37;1;3;2;"L черный с розовым";RUB;RUB
27565;4249.00;2092.21;0;0;3;;RUB;RUB
27567;2194.00;1218.73;0;0;3;;RUB;RUB
27574;1495.00;786.58;1;8;2;"M-L красный";RUB;RUB
27576;2527.00;1403.65;1;17;2;"L леопард,S леопард,M леопард";RUB;RUB
27581;1641.00;863.63;0;0;3;;RUB;RUB
27589;1851.00;974.03;0;0;3;;RUB;RUB
27593;1641.00;863.63;1;3;2;"L розовый с черным";RUB;RUB
27601;5357.00;3061.23;1;3;2;"L розовый с черным";RUB;RUB
27603;5222.00;2984.18;1;4;2;"L синий с черным";RUB;RUB
27607;3083.00;1712.99;1;9;2;"M черный,S черный,L черный";RUB;RUB
27611;2337.00;1298.46;0;0;3;;RUB;RUB
27614;2805.00;1558.42;0;0;3;;RUB;RUB
27622;1871.00;984.90;0;0;3;;RUB;RUB
27628;1497.00;788.03;1;1;1;"M-L черный с красным";RUB;RUB
27631;2272.00;1262.34;1;2;2;"S-M-L фиолетовый";RUB;RUB
27633;2246.00;1247.54;1;5;2;"L розовый";RUB;RUB
27637;3593.00;2053.25;1;2;2;"1X-2X черный";RUB;RUB
27640;3333.00;1851.88;0;0;3;;RUB;RUB
27656;3920.00;2240.26;1;2;2;"L черный с красным";RUB;RUB
27658;1629.00;857.14;0;0;3;;RUB;RUB
27668;1354.00;712.88;1;1;1;"L черный";RUB;RUB
27673;3590.00;1994.59;1;5;2;"M-L черный с розовым";RUB;RUB
27675;1816.00;955.84;1;9;2;"M-L красный,S-M красный";RUB;RUB
27676;1223.00;643.50;1;1;1;"L красный";RUB;RUB
27679;1110.00;584.40;1;2;2;"M-L черный с красным";RUB;RUB
27686;931.00;465.65;1;7;2;"S-M-L черный";RUB;RUB
27696;864.00;431.88;1;9;2;"S-M-L черный";RUB;RUB
27698;962.00;481.06;0;0;3;;RUB;RUB
27700;1587.00;835.06;1;2;2;"S-M-L черный";RUB;RUB
27704;964.00;507.19;1;4;2;"S-M-L черный";RUB;RUB
27706;647.00;323.70;1;1;1;"S-M-L розовый с черным";RUB;RUB
27710;985.00;518.18;1;4;2;"S-M-L черный";RUB;RUB
27716;951.00;475.70;1;8;2;"S-M-L розовый с черным";RUB;RUB
27718;866.00;432.82;1;4;2;"S-M-L черный";RUB;RUB
27719;644.00;286.09;0;0;3;;RUB;RUB
27722;769.00;384.58;0;0;3;;RUB;RUB
27723;962.00;481.06;1;4;2;"S-M-L бежевый";RUB;RUB
27724;1276.00;671.43;1;2;2;"S-M-L черный";RUB;RUB
27729;793.00;377.65;0;0;3;;RUB;RUB
27736;923.00;461.63;0;0;3;;RUB;RUB
27864;504.00;224.01;0;0;3;;RUB;RUB
27931;2702.00;1501.35;0;0;3;;RUB;RUB
27935;3040.00;1689.01;1;14;2;фиолетовый;RUB;RUB
27937;999.00;499.36;1;1;2;черный;RUB;RUB
27945;608.00;270.24;0;0;3;;RUB;RUB
27947;3040.00;1689.01;1;20;2;розовый;RUB;RUB
27948;2702.00;1501.35;1;40;2;"черный с золотым";RUB;RUB
27950;1101.00;579.67;1;60;2;"металлик серебро";RUB;RUB
27951;1001.00;526.97;1;145;2;черный;RUB;RUB
27952;608.00;304.03;1;286;1;золото;RUB;RUB
27953;811.00;405.36;0;0;3;;RUB;RUB
27954;811.00;405.36;0;0;3;;RUB;RUB
27955;3687.00;2106.90;1;1;1;телесный;RUB;RUB
27956;2080.00;1155.29;1;78;2;черный;RUB;RUB
27957;2262.00;1256.63;1;181;2;черный;RUB;RUB
27958;2978.00;1654.19;0;0;3;;RUB;RUB
27963;3539.00;2022.39;1;1;2;черный;RUB;RUB
27964;1976.00;1097.62;1;1;2;черный;RUB;RUB
27965;2520.00;1400.12;1;1;2;черный;RUB;RUB
27966;3018.00;1676.68;1;1;2;черный;RUB;RUB
27967;5416.00;3094.63;0;0;3;;RUB;RUB
27969;2738.00;1521.12;1;1;2;черный;RUB;RUB
27970;2800.00;1555.69;0;0;3;;RUB;RUB
27971;4453.00;2544.41;0;0;3;;RUB;RUB
27972;2738.00;1521.12;1;1;2;черный;RUB;RUB
27973;2209.00;1227.26;1;1;2;черный;RUB;RUB
27974;2061.00;1145.10;1;6;2;"красный с черным";RUB;RUB
27975;4295.00;2454.53;1;1;2;"красный с черным";RUB;RUB
27976;5142.00;2938.52;1;1;2;черный;RUB;RUB
27977;3142.00;1745.83;1;1;2;черный;RUB;RUB
27978;3597.00;1998.06;1;1;2;"черный с красным";RUB;RUB
27979;4302.00;2458.09;0;0;3;;RUB;RUB
27980;2800.00;1555.69;1;1;2;черный;RUB;RUB
27981;1867.00;1037.12;0;0;3;;RUB;RUB
27982;3465.00;1924.91;1;4;2;черный;RUB;RUB
27983;2066.00;1147.75;1;1;2;"черный с белым";RUB;RUB
27984;6162.00;3521.23;0;0;3;;RUB;RUB
27985;1805.00;1002.55;1;1;2;черный;RUB;RUB
27986;2878.00;1598.90;0;0;3;;RUB;RUB
27987;1708.00;898.84;0;0;3;;RUB;RUB
27988;2520.00;1400.12;1;1;2;черный;RUB;RUB
27989;1393.00;732.90;0;0;3;;RUB;RUB
27990;2072.00;1151.17;0;0;3;;RUB;RUB
27991;3872.00;2212.53;1;1;2;черный;RUB;RUB
27992;1471.00;774.39;0;0;3;;RUB;RUB
27993;1621.00;853.22;0;0;3;;RUB;RUB
27994;3145.00;1747.07;0;0;3;;RUB;RUB
27995;2116.00;1175.41;1;1;2;черный;RUB;RUB
27996;3539.00;2022.39;1;1;2;черный;RUB;RUB
27997;2514.00;1396.66;0;0;3;;RUB;RUB
27998;3018.00;1676.68;0;0;3;;RUB;RUB
28000;2596.00;1442.35;0;0;3;;RUB;RUB
28001;3539.00;2022.39;1;1;2;черный;RUB;RUB
28003;1867.00;1037.12;0;0;3;;RUB;RUB
28004;2956.00;1642.11;1;1;2;черный;RUB;RUB
28005;2956.00;1642.11;1;1;2;черный;RUB;RUB
28006;1959.00;1088.29;0;0;3;;RUB;RUB
28007;2153.00;1196.15;0;0;3;;RUB;RUB
28008;2365.00;1313.69;0;0;3;;RUB;RUB
28009;2153.00;1196.15;1;1;2;черный;RUB;RUB
28010;2956.00;1642.11;1;1;2;черный;RUB;RUB
28011;2153.00;1196.15;0;0;3;;RUB;RUB
28012;1959.00;1088.29;0;0;3;;RUB;RUB
28013;2153.00;1196.15;0;0;3;;RUB;RUB
28014;2153.00;1196.15;0;0;3;;RUB;RUB
28015;2153.00;1196.15;1;1;2;черный;RUB;RUB
28016;3721.00;2126.10;1;1;2;черный;RUB;RUB
28018;3721.00;2126.10;1;1;2;черный;RUB;RUB
28019;3721.00;2126.10;1;1;2;черный;RUB;RUB
28020;4084.00;2333.53;1;1;2;"красный с черным";RUB;RUB
28021;4084.00;2333.53;1;1;2;"красный с черным";RUB;RUB
28022;3057.00;1698.12;0;0;3;;RUB;RUB
28026;2464.00;1369.00;1;1;2;"красный с черным";RUB;RUB
28027;3205.00;1780.40;1;1;2;"красный с черным";RUB;RUB
28028;1492.00;785.45;0;0;3;;RUB;RUB
28029;2320.00;1288.69;1;1;2;"красный с черным";RUB;RUB
28030;1991.00;1106.27;1;1;2;черный;RUB;RUB
28031;691.00;345.71;0;0;3;;RUB;RUB
28032;2211.00;1228.54;1;1;2;"красный с черным";RUB;RUB
28033;2427.00;1348.26;1;1;2;черный;RUB;RUB
28034;2116.00;1175.41;0;0;3;;RUB;RUB
28035;1224.00;644.40;0;0;3;;RUB;RUB
28036;1675.00;881.56;1;1;2;черный;RUB;RUB
28038;6122.00;3498.57;1;1;2;черный;RUB;RUB
28039;669.00;334.65;0;0;3;;RUB;RUB
28040;1051.00;553.13;1;1;2;серебро;RUB;RUB
28041;1248.00;656.85;1;3;2;серебро;RUB;RUB
28042;1461.00;769.20;1;3;2;серебро;RUB;RUB
28043;952.00;501.28;1;1;2;серебро;RUB;RUB
28044;1379.00;725.99;1;1;2;серебро;RUB;RUB
28045;1790.00;942.05;1;1;2;серебро;RUB;RUB
28046;1821.00;958.30;0;0;3;;RUB;RUB
28047;545.00;242.00;1;5;2;"черный с серебристым";RUB;RUB
28048;523.00;193.59;0;0;3;;RUB;RUB
28049;2190.00;1216.89;0;0;3;;RUB;RUB
28050;1248.00;656.85;1;4;2;черный;RUB;RUB
28051;954.00;501.97;0;0;3;;RUB;RUB
28052;2334.00;1296.41;1;1;2;"красный с черным";RUB;RUB
28053;2123.00;1179.56;1;1;2;черный;RUB;RUB
28054;1051.00;553.13;0;0;3;;RUB;RUB
28055;2190.00;1216.89;0;0;3;;RUB;RUB
28056;3721.00;2126.10;1;1;2;черный;RUB;RUB
28057;2396.00;1330.98;1;1;2;"красный с черным";RUB;RUB
28058;2123.00;1179.56;0;0;3;;RUB;RUB
28059;1595.00;839.68;0;0;3;;RUB;RUB
28060;1480.00;778.73;1;2;1;красный;RUB;RUB
28062;1510.00;794.78;0;0;3;;RUB;RUB
28063;1510.00;794.78;1;1;2;черный;RUB;RUB
28064;1750.00;920.94;1;2;1;"красный с черным";RUB;RUB
28065;1709.00;899.36;0;0;3;;RUB;RUB
28066;1117.00;587.70;1;5;2;"черный с серебристым";RUB;RUB
28067;1117.00;587.70;1;10;2;красный;RUB;RUB
28068;2198.00;1221.04;0;0;3;;RUB;RUB
28069;2198.00;1221.04;0;0;3;;RUB;RUB
28070;1156.00;608.44;0;0;3;;RUB;RUB
28071;4010.00;2291.35;1;1;2;черный;RUB;RUB
28072;1224.00;644.40;1;1;2;черный;RUB;RUB
28073;1033.00;543.45;0;0;3;;RUB;RUB
28074;6050.00;3457.08;1;1;2;черный;RUB;RUB
28075;560.00;248.91;0;0;3;;RUB;RUB
28076;6050.00;3457.08;1;1;2;"черный с красным";RUB;RUB
28077;2414.00;1341.35;0;0;3;;RUB;RUB
28080;1852.00;974.90;1;1;2;черный;RUB;RUB
28081;1776.00;934.48;0;0;3;;RUB;RUB
28082;1143.00;601.54;0;0;3;;RUB;RUB
28084;4102.00;2343.77;1;1;2;красный;RUB;RUB
28085;4102.00;2343.77;1;1;2;розовый;RUB;RUB
28087;2439.00;1355.18;0;0;3;;RUB;RUB
28088;2439.00;1355.18;0;0;3;;RUB;RUB
28089;2153.00;1196.15;0;0;3;;RUB;RUB
28090;1629.00;857.35;0;0;3;;RUB;RUB
28091;2489.00;1382.83;0;0;3;;RUB;RUB
28092;3438.00;1910.04;1;2;2;серебро;RUB;RUB
28093;2831.00;1572.97;1;1;2;черный;RUB;RUB
28094;1557.00;819.37;0;0;3;;RUB;RUB
28095;2824.00;1568.65;1;1;2;"черный с красным";RUB;RUB
28100;2711.00;1505.91;1;1;2;"красный с черным";RUB;RUB
28101;1842.00;969.37;1;1;2;черный;RUB;RUB
28102;3248.00;1804.72;1;1;2;серебро;RUB;RUB
28104;1805.00;1002.55;1;1;2;черный;RUB;RUB
28105;1887.00;1048.24;0;0;3;;RUB;RUB
28106;788.00;394.11;0;0;3;;RUB;RUB
28107;9311.00;6007.03;1;1;2;черный;RUB;RUB
28108;8421.00;4812.26;1;1;2;черный;RUB;RUB
28109;3554.00;2030.89;1;1;2;розовый;RUB;RUB
28110;2489.00;1382.83;0;0;3;;RUB;RUB
28111;1511.00;795.13;0;0;3;;RUB;RUB
28112;1734.00;912.67;1;1;2;красный;RUB;RUB
28113;2402.00;1334.43;1;2;2;черный;RUB;RUB
28114;4731.00;2703.23;0;0;3;;RUB;RUB
28116;2240.00;1244.55;1;1;2;черный;RUB;RUB
28117;1618.00;851.82;1;1;2;красный;RUB;RUB
28118;2489.00;1382.83;1;1;2;черный;RUB;RUB
28119;1891.00;995.43;0;0;3;;RUB;RUB
28121;1511.00;795.13;0;0;3;;RUB;RUB
28122;1979.00;1099.35;1;1;2;черный;RUB;RUB
28123;1938.00;1076.68;0;0;3;;RUB;RUB
28124;2347.00;1303.73;1;1;2;черный;RUB;RUB
28125;2384.00;1324.64;0;0;3;;RUB;RUB
28126;2328.00;1293.38;0;0;3;;RUB;RUB
28128;1776.00;934.48;0;0;3;;RUB;RUB
28129;2240.00;1244.55;0;0;3;;RUB;RUB
28130;2259.00;1254.92;0;0;3;;RUB;RUB
28134;2546.00;1414.64;0;0;3;;RUB;RUB
28135;1524.00;802.04;0;0;3;;RUB;RUB
28136;6491.00;3708.99;1;1;2;черный;RUB;RUB
28137;938.00;468.75;1;1;2;"белый с красным";RUB;RUB
28138;938.00;468.75;1;1;2;"красный с черным";RUB;RUB
28141;2414.00;1341.35;1;1;2;"черный с красным";RUB;RUB
28145;3904.00;2230.97;1;1;2;"черный с красным";RUB;RUB
28148;3450.00;1916.71;0;0;3;;RUB;RUB
28152;3595.00;1997.04;0;0;3;;RUB;RUB
28156;2438.00;1354.32;0;0;3;;RUB;RUB
28157;3107.00;1726.06;0;0;3;;RUB;RUB
28160;2789.00;1549.43;1;1;2;белый;RUB;RUB
28161;3569.00;2039.68;1;1;2;"S-M-L черный";RUB;RUB
28162;1955.00;1086.31;1;1;1;черный;RUB;RUB
28163;630.00;314.98;1;2;1;черный;RUB;RUB
28164;3231.00;1794.92;0;0;3;;RUB;RUB
28165;3267.00;1814.97;1;1;2;"S-M-L черный";RUB;RUB
28166;6957.00;3975.64;1;1;2;"S-M-L красный с черным";RUB;RUB
28167;5227.00;2986.92;1;1;2;"S-M-L черный";RUB;RUB
28168;1870.00;984.39;1;1;2;"S-M-L красный";RUB;RUB
28170;4510.00;2577.27;1;2;1;"S-M-L черный";RUB;RUB
28171;3131.00;1739.60;0;0;3;;RUB;RUB
28172;2469.00;1371.77;0;0;3;;RUB;RUB
28173;2838.00;1576.42;0;0;3;;RUB;RUB
28174;3236.00;1797.68;0;0;3;;RUB;RUB
28175;3932.00;2247.10;0;0;3;;RUB;RUB
28176;743.00;371.64;1;1;2;черный;RUB;RUB
28177;1017.00;535.16;1;2;2;черный;RUB;RUB
28178;702.00;351.24;1;1;2;черный;RUB;RUB
28179;4825.00;2757.02;1;1;2;"S-M-L черный";RUB;RUB
28181;3781.00;2160.68;1;1;2;черный;RUB;RUB
28182;3042.00;1690.19;0;0;3;;RUB;RUB
28183;3775.00;2157.22;1;1;2;"S-M-L черный";RUB;RUB
28185;7975.00;4557.28;0;0;3;;RUB;RUB
28186;601.00;266.89;1;2;2;"черный с серебристым";RUB;RUB
28187;650.00;289.01;1;3;2;"черный с серебристым";RUB;RUB
28188;733.00;366.45;1;2;2;"черный с серебристым";RUB;RUB
28189;940.00;470.16;0;0;3;;RUB;RUB
28191;5065.00;2894.34;1;1;2;черный;RUB;RUB
28195;865.00;411.83;1;1;1;розовый;RUB;RUB
28246;1559.00;820.48;1;3;2;"S белый,M белый";RUB;RUB
28267;1399.00;736.20;1;1;2;"S белый";RUB;RUB
28276;3886.00;2220.44;1;3;2;"XL-1X-2X белый";RUB;RUB
28291;1767.00;929.87;0;0;3;;RUB;RUB
28296;3792.00;2166.89;1;12;2;белый;RUB;RUB
28297;2506.00;1392.21;0;0;3;;RUB;RUB
28298;2389.00;1327.27;1;2;2;телесный;RUB;RUB
28299;6484.00;3705.19;0;0;3;;RUB;RUB
28302;2258.00;1254.55;1;6;2;телесный;RUB;RUB
28303;378.00;140.00;0;0;3;;RUB;RUB
28304;378.00;140.00;0;0;3;;RUB;RUB
28305;2889.00;1605.19;1;6;2;телесный;RUB;RUB
28306;9212.00;5943.00;1;12;2;телесный;RUB;RUB
28307;5392.00;3081.40;0;0;3;;RUB;RUB
28308;2258.00;1254.55;1;6;2;телесный;RUB;RUB
28309;67113.00;49712.99;1;6;2;телесный;RUB;RUB
28311;3654.00;2087.91;1;11;2;телесный;RUB;RUB
28312;3654.00;2087.91;1;11;2;телесный;RUB;RUB
28313;2258.00;1254.55;1;3;2;телесный;RUB;RUB
28315;2630.00;1461.04;1;6;2;телесный;RUB;RUB
28316;2630.00;1461.04;1;6;2;телесный;RUB;RUB
28317;4680.00;2674.00;1;12;2;коричневый;RUB;RUB
28319;1893.00;996.10;1;2;2;телесный;RUB;RUB
28320;9570.00;6174.00;0;0;3;;RUB;RUB
28321;2520.00;1400.00;1;8;2;"L-XL белый";RUB;RUB
28322;1982.00;1101.30;1;6;2;телесный;RUB;RUB
28323;2805.00;1558.44;1;6;2;черный;RUB;RUB
28324;2520.00;1400.00;1;37;2;белый;RUB;RUB
28325;2520.00;1400.00;1;38;2;телесный;RUB;RUB
28326;2805.00;1558.44;1;6;2;дымчатый;RUB;RUB
28327;3916.00;2237.66;1;6;2;дымчатый;RUB;RUB
28328;3916.00;2237.66;1;6;2;белый;RUB;RUB
28329;4930.00;2816.88;1;11;2;серебро;RUB;RUB
28330;3273.00;1818.18;1;6;2;серебро;RUB;RUB
28331;3273.00;1818.18;1;6;2;серебро;RUB;RUB
28332;4373.00;2499.00;1;36;2;серебро;RUB;RUB
28333;3273.00;1818.18;1;7;1;серебро;RUB;RUB
28340;3536.00;1964.35;0;0;3;;RUB;RUB
28342;8213.00;5298.92;0;0;3;;RUB;RUB
28371;6065.00;3465.81;0;0;3;;RUB;RUB
28374;780.00;389.92;0;0;3;;RUB;RUB
28376;323.00;119.79;1;576;2;прозрачный;RUB;RUB
28377;1294.00;681.20;0;0;3;;RUB;RUB
28381;1749.00;920.45;0;0;3;;RUB;RUB
28382;1743.00;917.28;0;0;3;;RUB;RUB
28383;625.00;312.34;1;33;1;;RUB;RUB
28384;1722.00;906.40;1;61;1;;RUB;RUB
28385;1112.00;585.20;1;102;1;;RUB;RUB
28386;1217.00;640.30;1;37;2;;RUB;RUB
28387;1217.00;640.30;1;37;2;;RUB;RUB
28388;3232.00;1795.50;1;68;1;;RUB;RUB
28389;3875.00;2214.49;1;12;2;;RUB;RUB
28390;1217.00;640.30;1;35;2;;RUB;RUB
28393;2202.00;1223.50;1;21;2;черный;RUB;RUB
28397;11374.00;7338.10;1;20;2;черный;RUB;RUB
28410;1093.00;575.40;0;0;3;;RUB;RUB
28411;14026.00;10018.60;1;3;2;розовый;RUB;RUB
28412;21566.00;15404.39;1;4;2;лиловый;RUB;RUB
28413;14206.00;10147.37;1;12;2;черный;RUB;RUB
28414;11122.00;7175.64;1;6;2;"розовый с белым";RUB;RUB
28437;621.00;310.40;1;14;2;телесный;RUB;RUB
28438;2128.00;1182.31;0;0;3;;RUB;RUB
28439;1073.00;564.66;1;278;1;прозрачный;RUB;RUB
28440;6564.00;3750.96;1;1;1;лиловый;RUB;RUB
28441;4190.00;2394.35;1;55;2;лиловый;RUB;RUB
28445;2030.00;1127.93;1;9;2;розовый;RUB;RUB
28446;1092.00;574.60;0;0;3;;RUB;RUB
28447;1284.00;675.61;1;33;2;розовый;RUB;RUB
28449;1859.00;1033.05;0;0;3;;RUB;RUB
28450;1677.00;882.70;0;0;3;;RUB;RUB
28451;2085.00;1158.30;0;0;3;;RUB;RUB
28452;4370.00;2497.27;1;18;2;телесный;RUB;RUB
28454;3547.00;2026.82;1;46;2;фиолетовый;RUB;RUB
28455;8133.00;5247.08;0;0;3;;RUB;RUB
28456;3547.00;2026.82;0;0;3;;RUB;RUB
28457;4138.00;2364.62;1;31;2;фиолетовый;RUB;RUB
28459;1746.00;831.60;0;0;3;;RUB;RUB
28460;4629.00;2645.00;1;56;2;розовый;RUB;RUB
28461;3547.00;2026.82;1;8;2;лиловый;RUB;RUB
28463;3040.00;1689.01;1;21;2;"зеленый с черным";RUB;RUB
28464;2432.00;1351.21;1;41;2;"фиолетовый с черным";RUB;RUB
28465;2432.00;1351.21;1;10;2;"белый с черным";RUB;RUB
28466;1617.00;851.26;1;18;2;телесный;RUB;RUB
28468;878.00;439.15;1;1;2;розовый;RUB;RUB
28469;670.00;297.95;1;20;2;розовый;RUB;RUB
28470;943.00;471.42;1;30;2;розовый;RUB;RUB
28471;7262.00;4149.90;1;42;2;прозрачный;RUB;RUB
28473;1558.00;820.08;1;1;2;черный;RUB;RUB
28477;3963.00;2264.47;1;7;2;черный;RUB;RUB
28478;3963.00;2264.47;0;0;3;;RUB;RUB
28487;2134.00;1185.69;1;23;2;розовый;RUB;RUB
28488;851.00;425.64;0;0;3;;RUB;RUB
28490;2675.00;1486.33;0;0;3;;RUB;RUB
28491;3547.00;2026.82;1;24;2;фиолетовый;RUB;RUB
28493;3040.00;1689.01;1;17;2;"красный с черным";RUB;RUB
28494;2151.00;1195.19;0;0;3;;RUB;RUB
28499;12414.00;8008.81;1;57;2;телесный;RUB;RUB
28500;2200.00;1222.20;1;8;2;розовый;RUB;RUB
28503;1569.00;825.66;1;19;2;;RUB;RUB
28504;1821.00;958.36;1;17;2;;RUB;RUB
28505;1821.00;958.36;1;20;2;;RUB;RUB
28506;1751.00;921.50;1;11;2;;RUB;RUB
28509;2829.00;1571.43;1;6;2;черный;RUB;RUB
28511;3915.00;2237.40;0;0;3;;RUB;RUB
28512;4267.00;2438.37;0;0;3;;RUB;RUB
28513;3750.00;2142.86;1;5;2;черный;RUB;RUB
28514;6605.00;3774.03;1;2;2;черный;RUB;RUB
28515;4589.00;2622.00;1;11;2;;RUB;RUB
28518;5702.00;3258.00;1;20;2;"S черный,M черный,L черный";RUB;RUB
28520;5702.00;3258.00;0;0;3;;RUB;RUB
28521;7886.00;4506.00;1;8;2;"M черный";RUB;RUB
28523;3107.00;1725.97;1;4;2;черный;RUB;RUB
28527;6272.00;3583.80;1;3;2;"M черный";RUB;RUB
28528;5287.00;3021.00;0;0;3;;RUB;RUB
28533;7759.00;5006.00;0;0;3;;RUB;RUB
28534;8564.00;4893.57;1;14;2;"L черный,M черный";RUB;RUB
28538;2655.00;1475.16;0;0;3;;RUB;RUB
28542;1278.00;672.66;0;0;3;;RUB;RUB
28547;2613.00;1451.70;0;0;3;;RUB;RUB
28550;1173.00;617.21;0;0;3;;RUB;RUB
